Bentham+Kilukarp+B487 datafile
2024-11-14 17:05:21
Slits: 1.000
Avg: 1
Comment: Testskaneerimine slot 0_0 (tyhi)

00:00:03	-0.000001	0.093430	23.5	-1.6	4.5
00:02:06	-0.000000	0.099987	23.5	-1.6	4.5

nm	b487	kilu
300.00	0.0012189	0.005568	0.093971	-0.000001
305.00	0.0013672	0.007329	0.093999	-0.000001
310.00	0.0015130	0.004321	0.094026	-0.000001
315.00	0.0006370	0.001318	0.094347	-0.000001
320.00	0.0008324	0.007847	0.094375	-0.000001
325.00	0.0010730	0.002306	0.094402	-0.000001
330.00	0.0013699	0.004067	0.094430	-0.000001
335.00	0.0017368	0.005082	0.094457	-0.000001
340.00	0.0021855	0.002075	0.094485	-0.000001
345.00	0.0027299	0.002047	0.094512	-0.000001
350.00	0.0033803	0.004851	0.094540	-0.000001
355.00	0.0041483	0.002141	0.094567	-0.000001
360.00	0.0050577	0.003157	0.094595	-0.000001
365.00	0.0061201	0.001490	0.094622	-0.000001
370.00	0.0073959	0.003847	0.094650	-0.000001
375.00	0.0089214	0.203924	0.094696	-0.000001
380.00	0.0107254	0.006307	0.094723	-0.000001
385.00	0.0128084	0.005683	0.094751	-0.000001
390.00	0.0151455	0.005805	0.094778	-0.000001
395.00	0.0178116	0.003393	0.094806	-0.000001
400.00	0.0171139	0.002398	0.094907	-0.000001
405.00	0.0202758	-0.000014	0.094934	-0.000001
410.00	0.0241055	0.004131	0.094962	-0.000001
415.00	0.0281594	0.003359	0.094989	-0.000001
420.00	0.0323229	0.005417	0.095017	-0.000001
425.00	0.0368328	-0.001763	0.095044	-0.000001
430.00	0.0423767	0.005660	0.095072	-0.000001
435.00	0.0446142	0.005037	0.095099	-0.000001
440.00	0.0460220	0.007393	0.095127	-0.000001
445.00	0.0473102	0.005280	0.095154	-0.000001
450.00	0.0493309	0.002421	0.095182	-0.000001
455.00	0.0532578	0.001648	0.095209	-0.000001
460.00	0.0596912	0.003111	0.095237	-0.000001
465.00	0.0677068	0.003381	0.095264	-0.000001
470.00	0.0760364	0.003503	0.095292	-0.000001
475.00	0.0839798	0.005115	0.095319	-0.000001
480.00	0.0913204	0.201168	0.095365	-0.000001
485.00	0.0979636	0.005488	0.095393	-0.000001
490.00	0.1041111	0.003375	0.095420	-0.000001
495.00	0.1099858	0.001410	0.095448	-0.000001
500.00	0.1154888	0.003171	0.095475	-0.000001
505.00	0.1207686	-0.001327	0.095503	-0.000001
510.00	0.1259245	0.004606	0.095530	-0.000001
515.00	0.1307830	0.001896	0.095558	-0.000001
520.00	0.1356414	0.004551	0.095585	-0.000001
525.00	0.1402024	0.002437	0.095613	-0.000001
530.00	0.1447139	0.000472	0.095640	-0.000001
535.00	0.1488783	-0.000896	0.095668	-0.000001
540.00	0.1530674	0.002652	0.095695	-0.000001
545.00	0.1570087	0.001880	0.095723	-0.000001
550.00	0.1606774	0.005578	0.095750	-0.000001
555.00	0.1640981	0.001527	0.095778	-0.000001
560.00	0.1673453	0.002542	0.095805	-0.000001
565.00	0.1703447	0.004005	0.095833	-0.000001
570.00	0.1730714	0.001593	0.095860	-0.000001
575.00	0.1755006	-0.000371	0.095888	-0.000001
580.00	0.1777315	0.005711	0.095915	-0.000001
585.00	0.1796154	0.001660	0.095943	-0.000001
590.00	0.1812018	0.003867	0.095970	-0.000001
595.00	0.1825900	0.004436	0.095998	-0.000001
600.00	0.1836806	-0.001701	0.096025	-0.000001
605.00	0.1846969	-0.000238	0.096053	-0.000001
610.00	0.1854158	0.001522	0.096080	-0.000001
615.00	0.1857876	0.004773	0.096108	-0.000001
620.00	0.1859115	0.003106	0.096135	-0.000001
625.00	0.1858620	0.004122	0.096163	-0.000001
630.00	0.1854654	0.002008	0.096190	-0.000001
635.00	0.1851183	0.003322	0.096218	-0.000001
640.00	0.1843747	0.003592	0.096245	-0.000001
645.00	0.1834327	0.000883	0.096273	-0.000001
650.00	0.1821685	0.001898	0.096300	-0.000001
655.00	0.1809043	0.005447	0.096328	-0.000001
660.00	0.1792435	0.006015	0.096356	-0.000001
665.00	0.1772357	0.003008	0.096383	-0.000001
670.00	0.1746577	0.004619	0.096411	-0.000001
675.00	0.1746577	-0.000922	0.096438	-0.000001
680.00	0.1855149	0.005011	0.096466	-0.000001
685.00	0.1923316	0.003196	0.096493	-0.000001
690.00	0.1961242	0.001976	0.096521	-0.000001
695.00	0.1979833	-0.001628	0.096548	-0.000001
700.00	0.1945625	0.004828	0.096649	-0.000001
705.00	0.1941411	0.004502	0.096676	-0.000001
710.00	0.1920837	0.003581	0.096704	-0.000001
715.00	0.1889356	0.009514	0.096731	-0.000001
720.00	0.1848208	0.000248	0.096759	-0.000001
725.00	0.1803837	0.005435	0.096786	-0.000001
730.00	0.1757483	0.004067	0.096814	-0.000001
735.00	0.1706668	-0.001921	0.096841	-0.000001
740.00	0.1654365	0.001926	0.096869	-0.000001
745.00	0.1603302	0.004282	0.096897	-0.000001
750.00	0.1550503	0.005000	0.096924	-0.000001
755.00	0.1498200	0.000502	0.096952	-0.000001
